@RELATION student_dataset

@ATTRIBUTE study_hours NUMERIC
@ATTRIBUTE attendance NUMERIC
@ATTRIBUTE passed NUMERIC

@DATA
7.3,84.0,1.0
1.5,76.0,0.0
2.3,72.0,0.0
8.4,50.0,1.0
0.0,92.0,0.0
8.5,96.0,1.0
1.0,83.0,0.0
4.2,53.0,0.0
7.1,55.0,1.0
9.2,83.0,1.0
7.0,73.0,1.0
9.7,55.0,1.0
1.0,58.0,0.0
8.2,54.0,1.0
5.7,77.0,1.0
2.4,66.0,0.0
9.3,75.0,1.0
3.2,67.0,0.0
0.7,62.0,0.0
7.8,87.0,1.0
1.6,60.0,0.0
4.7,76.0,0.0
5.4,99.0,1.0
4.5,79.0,1.0
8.5,55.0,1.0
8.1,69.0,1.0
0.4,70.0,0.0
0.9,65.0,0.0
4.0,53.0,0.0
2.6,61.0,0.0
9.5,78.0,1.0
7.5,65.0,1.0
4.6,100.0,1.0
1.2,53.0,0.0
1.3,75.0,0.0
6.9,91.0,1.0
5.8,66.0,0.0
0.2,54.0,0.0
9.0,78.0,1.0
0.9,71.0,0.0
0.4,79.0,0.0
1.7,86.0,0.0
8.2,75.0,1.0
0.3,93.0,0.0
1.7,63.0,0.0
2.7,78.0,0.0
0.3,89.0,0.0
2.5,68.0,0.0
4.1,85.0,1.0
0.6,67.0,0.0
1.4,62.0,0.0
8.8,83.0,1.0
6.3,84.0,1.0
9.9,100.0,1.0
4.8,100.0,1.0
3.4,86.0,1.0
3.2,67.0,0.0
0.3,88.0,0.0
0.3,99.0,0.0
0.6,80.0,0.0
3.6,87.0,1.0
9.7,56.0,1.0
6.6,67.0,1.0
8.2,97.0,1.0
7.6,64.0,1.0
8.5,74.0,1.0
9.4,61.0,1.0
2.4,70.0,0.0
9.1,51.0,1.0
9.5,86.0,1.0
5.6,62.0,1.0
5.4,61.0,1.0
0.4,53.0,0.0
6.0,51.0,1.0
4.8,71.0,1.0
2.0,58.0,0.0
7.2,70.0,1.0
0.2,87.0,0.0
7.7,83.0,1.0
9.6,73.0,1.0
5.9,71.0,1.0
3.2,60.0,0.0
7.9,81.0,1.0
3.2,95.0,1.0
6.9,89.0,1.0
2.2,87.0,0.0
3.8,96.0,1.0
1.3,96.0,0.0
9.5,86.0,1.0
8.5,99.0,1.0
0.3,88.0,0.0
9.2,89.0,1.0
6.4,56.0,1.0
1.4,97.0,0.0
2.4,70.0,0.0
6.4,55.0,1.0
7.3,71.0,1.0
0.1,63.0,0.0
6.9,72.0,1.0
7.9,96.0,1.0
0.5,78.0,0.0
9.7,76.0,1.0
8.8,72.0,1.0
3.8,80.0,1.0
6.5,93.0,1.0
1.6,54.0,0.0
2.9,70.0,0.0
9.5,54.0,1.0
1.7,74.0,0.0
7.3,85.0,1.0
3.4,89.0,1.0
7.0,77.0,1.0
1.6,77.0,0.0
0.5,71.0,0.0
9.7,76.0,1.0
7.2,96.0,1.0
2.7,68.0,0.0
2.4,53.0,0.0
5.7,81.0,1.0
0.5,50.0,0.0
0.9,92.0,1.0
6.0,62.0,1.0
0.3,60.0,0.0
2.9,55.0,0.0
8.4,69.0,1.0
4.7,92.0,1.0
0.9,84.0,0.0
1.8,74.0,0.0
1.9,52.0,0.0
4.4,66.0,0.0
8.4,86.0,1.0
1.5,94.0,0.0
0.9,72.0,0.0
4.1,98.0,1.0
2.3,53.0,0.0
8.2,76.0,1.0
6.9,80.0,1.0
8.8,80.0,1.0
0.8,95.0,0.0
5.0,83.0,1.0
6.8,89.0,1.0
1.2,98.0,1.0
1.7,60.0,0.0
8.1,58.0,1.0
4.2,93.0,1.0
2.0,90.0,0.0
8.3,66.0,1.0
9.1,54.0,1.0
3.9,75.0,1.0
3.3,67.0,0.0
4.6,50.0,1.0
5.9,100.0,1.0
1.1,59.0,0.0
5.7,87.0,1.0
9.2,86.0,1.0
7.9,84.0,1.0
8.8,66.0,1.0
6.5,86.0,1.0
4.7,61.0,0.0
4.0,89.0,1.0
6.8,75.0,1.0
4.0,71.0,0.0
0.5,80.0,0.0
9.0,51.0,1.0
8.2,69.0,1.0
2.8,81.0,0.0
9.7,64.0,1.0
3.0,97.0,1.0
7.7,70.0,1.0
7.3,88.0,1.0
0.9,78.0,0.0
9.1,76.0,1.0
7.6,73.0,1.0
5.2,60.0,0.0
3.1,82.0,1.0
1.4,83.0,0.0
0.3,62.0,0.0
8.4,65.0,1.0
4.6,73.0,1.0
2.7,79.0,1.0
4.0,57.0,0.0
2.4,81.0,1.0
4.5,80.0,1.0
5.5,72.0,1.0
8.4,66.0,1.0
2.9,74.0,0.0
1.6,86.0,0.0
8.6,91.0,1.0
6.8,67.0,1.0
4.1,51.0,0.0
4.7,58.0,1.0
1.7,50.0,0.0
2.5,69.0,0.0
2.8,74.0,0.0
4.6,63.0,1.0
3.0,83.0,1.0
4.0,56.0,0.0
5.1,92.0,1.0
5.6,88.0,1.0
2.8,93.0,0.0
4.8,71.0,1.0
6.4,67.0,1.0
6.6,91.0,1.0
1.9,83.0,0.0
9.0,88.0,1.0
6.6,93.0,1.0
7.2,91.0,1.0
10.0,66.0,1.0
4.0,97.0,1.0
5.8,86.0,1.0
3.4,95.0,1.0
6.9,90.0,1.0
9.1,92.0,1.0
5.1,60.0,1.0
1.8,56.0,0.0
1.3,66.0,0.0
7.6,61.0,1.0
6.5,64.0,1.0
2.2,69.0,0.0
7.9,71.0,1.0
2.6,68.0,0.0
8.5,80.0,1.0
8.7,87.0,1.0
9.4,54.0,1.0
8.9,82.0,1.0
8.7,74.0,1.0
3.0,53.0,0.0
1.4,62.0,0.0
4.1,86.0,1.0
1.4,95.0,0.0
7.8,81.0,1.0
6.3,61.0,1.0
6.3,50.0,1.0
2.7,98.0,1.0
5.8,60.0,1.0
7.9,99.0,1.0
1.3,77.0,0.0
4.3,77.0,1.0
3.8,52.0,0.0
2.0,73.0,0.0
8.9,98.0,1.0
1.9,93.0,0.0
6.3,65.0,1.0
6.9,72.0,1.0
1.3,74.0,0.0
5.9,60.0,0.0
8.2,69.0,1.0
4.6,83.0,1.0
5.2,77.0,1.0
3.4,81.0,1.0
7.5,60.0,1.0
0.2,64.0,0.0
2.1,51.0,0.0
5.0,57.0,0.0
7.1,100.0,1.0
3.8,90.0,1.0
7.7,89.0,1.0
5.9,53.0,0.0
6.5,51.0,0.0
6.9,76.0,1.0
3.8,85.0,1.0
4.7,59.0,0.0
7.0,90.0,1.0
3.0,92.0,0.0
6.6,67.0,1.0
6.1,58.0,1.0
8.3,56.0,1.0
7.2,57.0,1.0
1.1,56.0,0.0
2.0,62.0,0.0
8.3,62.0,1.0
7.0,68.0,1.0
0.4,81.0,0.0
6.9,80.0,1.0
2.3,50.0,0.0
9.1,86.0,1.0
1.5,55.0,0.0
0.8,96.0,0.0
9.0,91.0,1.0
4.6,68.0,0.0
4.6,56.0,0.0
8.7,68.0,1.0
8.0,70.0,1.0
7.4,56.0,1.0
0.1,58.0,0.0
1.7,72.0,0.0
9.6,67.0,1.0
3.7,71.0,0.0
1.1,75.0,0.0
2.7,74.0,0.0
8.0,91.0,1.0
1.1,94.0,0.0
9.8,60.0,1.0
4.2,87.0,1.0
8.0,93.0,1.0
1.8,74.0,0.0
6.1,93.0,1.0
4.8,81.0,1.0
8.9,78.0,1.0
0.6,91.0,0.0
0.1,93.0,0.0
7.7,86.0,1.0
2.2,92.0,0.0
5.2,94.0,1.0
1.0,92.0,0.0
4.8,92.0,1.0
3.8,85.0,1.0
0.5,91.0,0.0
5.1,80.0,1.0
8.7,54.0,1.0
3.2,71.0,0.0
0.5,64.0,0.0
6.4,75.0,1.0
0.8,78.0,0.0
4.5,81.0,1.0
3.2,81.0,1.0
0.2,75.0,0.0
0.4,85.0,0.0
8.3,100.0,1.0
9.6,90.0,1.0
8.9,85.0,1.0
6.5,79.0,1.0
3.6,53.0,0.0
8.4,71.0,1.0
7.7,88.0,1.0
7.2,73.0,1.0
1.1,98.0,0.0
0.0,72.0,0.0
9.6,68.0,1.0
5.2,94.0,1.0
0.5,60.0,0.0
1.4,95.0,0.0
1.1,89.0,0.0
1.9,75.0,0.0
4.6,100.0,1.0
7.2,56.0,1.0
0.5,90.0,0.0
1.2,78.0,0.0
6.6,82.0,1.0
9.6,50.0,1.0
7.4,85.0,1.0
8.4,80.0,1.0
7.8,61.0,1.0
1.7,58.0,0.0
3.9,88.0,1.0
8.8,82.0,1.0
4.2,88.0,1.0
2.7,71.0,0.0
4.5,58.0,0.0
4.1,94.0,1.0
3.0,94.0,1.0
8.6,95.0,1.0
6.3,62.0,1.0
6.2,68.0,1.0
9.2,58.0,1.0
9.8,61.0,1.0
5.4,90.0,1.0
7.1,98.0,1.0
5.6,87.0,1.0
9.4,95.0,1.0
6.7,84.0,1.0
8.8,77.0,1.0
5.2,51.0,0.0
1.5,92.0,0.0
2.0,98.0,0.0
9.8,93.0,1.0
1.5,53.0,0.0
2.0,84.0,0.0
3.6,78.0,0.0
6.2,93.0,1.0
8.6,97.0,1.0
5.6,65.0,1.0
7.8,94.0,1.0
6.9,53.0,1.0
3.9,100.0,1.0
9.7,53.0,1.0
7.4,62.0,1.0
8.7,78.0,1.0
9.1,95.0,1.0
3.7,87.0,1.0
7.4,62.0,1.0
2.9,61.0,0.0
1.9,61.0,0.0
1.2,52.0,0.0
2.8,66.0,0.0
1.6,66.0,0.0
3.3,95.0,1.0
0.4,70.0,0.0
0.5,90.0,0.0
8.4,69.0,1.0
7.9,85.0,1.0
0.7,95.0,0.0
5.3,61.0,1.0
0.7,82.0,0.0
4.2,84.0,1.0
0.9,64.0,0.0
6.6,71.0,1.0
2.9,98.0,1.0
5.3,85.0,1.0
0.1,92.0,0.0
4.5,91.0,1.0
9.2,65.0,1.0
6.8,70.0,1.0
9.2,57.0,1.0
2.6,96.0,1.0
0.2,83.0,0.0
5.1,82.0,1.0
4.9,68.0,1.0
1.9,82.0,0.0
9.5,60.0,1.0
5.3,90.0,1.0
2.1,90.0,0.0
8.6,77.0,1.0
2.1,94.0,1.0
6.5,54.0,1.0
0.2,95.0,0.0
0.4,54.0,0.0
1.8,66.0,0.0
0.7,64.0,0.0
4.1,78.0,1.0
4.0,70.0,0.0
3.9,57.0,0.0
0.1,96.0,0.0
0.6,97.0,1.0
0.5,54.0,0.0
9.3,56.0,1.0
7.9,69.0,1.0
0.9,98.0,0.0
3.8,92.0,0.0
4.7,84.0,1.0
1.4,75.0,0.0
2.9,90.0,0.0
3.0,100.0,1.0
3.7,50.0,0.0
8.7,59.0,1.0
0.4,86.0,0.0
3.9,85.0,0.0
3.0,97.0,1.0
2.1,91.0,1.0
1.4,61.0,0.0
6.2,66.0,1.0
1.1,92.0,1.0
8.5,98.0,1.0
4.6,85.0,1.0
2.9,54.0,0.0
1.0,96.0,1.0
4.9,71.0,1.0
1.3,91.0,0.0
1.0,89.0,0.0
9.0,70.0,1.0
4.5,89.0,1.0
6.9,59.0,1.0
5.7,70.0,1.0
1.7,70.0,0.0
7.9,95.0,1.0
4.4,73.0,0.0
6.8,71.0,1.0
4.6,72.0,1.0
4.9,56.0,0.0
6.5,55.0,1.0
8.6,58.0,1.0
2.0,96.0,1.0
0.8,54.0,0.0
8.5,90.0,1.0
8.1,87.0,1.0
7.7,63.0,1.0
5.5,84.0,1.0
4.7,99.0,1.0
3.7,64.0,1.0
7.3,68.0,1.0
4.6,82.0,1.0
4.0,82.0,0.0
6.6,89.0,1.0
7.6,58.0,1.0
1.6,86.0,1.0
6.6,59.0,1.0
9.4,52.0,1.0
7.6,64.0,1.0
2.6,64.0,0.0
6.7,83.0,1.0
3.9,79.0,0.0
0.4,91.0,0.0
1.0,83.0,0.0
8.3,97.0,1.0
5.8,86.0,1.0
3.8,74.0,1.0
5.9,54.0,1.0
2.5,64.0,0.0
4.1,72.0,1.0
7.9,88.0,1.0
5.0,58.0,1.0
1.7,54.0,0.0
6.4,63.0,1.0
1.9,73.0,0.0
7.2,57.0,1.0
4.1,71.0,0.0
4.8,80.0,1.0
2.1,60.0,0.0
8.3,51.0,1.0
0.4,86.0,0.0
1.6,90.0,1.0
0.4,86.0,0.0
0.6,66.0,0.0
5.2,75.0,1.0
9.7,90.0,1.0
8.8,96.0,1.0
9.5,63.0,1.0
6.1,80.0,1.0
1.7,76.0,0.0
1.4,87.0,0.0
6.2,82.0,1.0
1.7,93.0,0.0
9.2,88.0,1.0
0.7,74.0,0.0
1.3,51.0,0.0
5.2,82.0,1.0
8.3,88.0,1.0
1.8,89.0,1.0
0.4,100.0,0.0
5.0,57.0,0.0
4.8,58.0,1.0
5.4,50.0,1.0
4.3,76.0,1.0
8.7,94.0,1.0
4.3,80.0,1.0
3.5,97.0,1.0
1.0,58.0,0.0
4.8,64.0,0.0
2.8,84.0,1.0
2.6,50.0,0.0
5.8,57.0,1.0
0.1,91.0,0.0
6.9,70.0,1.0
3.6,59.0,0.0
6.5,66.0,1.0
8.5,77.0,1.0
3.7,67.0,0.0
7.5,76.0,1.0
7.8,80.0,1.0
3.7,85.0,1.0
2.5,69.0,0.0
3.4,95.0,1.0
7.4,92.0,1.0
7.5,78.0,1.0
1.0,82.0,0.0
7.9,85.0,1.0
7.0,95.0,1.0
1.6,90.0,0.0
8.0,59.0,1.0
9.3,77.0,1.0
0.6,64.0,0.0
0.8,52.0,0.0
9.3,75.0,1.0
6.6,68.0,1.0
0.6,99.0,0.0
6.4,78.0,1.0
2.0,92.0,1.0
2.9,52.0,0.0
5.1,94.0,1.0
6.2,93.0,1.0
3.6,91.0,0.0
9.8,55.0,1.0
7.8,72.0,1.0
4.1,62.0,1.0
0.2,95.0,0.0
9.2,85.0,1.0
7.3,85.0,1.0
3.5,67.0,0.0
6.1,62.0,1.0
9.3,86.0,1.0
2.6,76.0,0.0
1.1,54.0,0.0
2.9,57.0,0.0
9.6,84.0,1.0
2.5,78.0,0.0
5.6,99.0,1.0
7.6,99.0,1.0
6.8,87.0,1.0
4.8,66.0,0.0
3.8,100.0,1.0
6.8,64.0,1.0
4.1,72.0,1.0
5.4,94.0,1.0
2.5,55.0,0.0
6.7,71.0,1.0
5.5,61.0,1.0
3.1,63.0,0.0
2.7,97.0,1.0
5.0,62.0,0.0
7.4,66.0,1.0
2.3,65.0,0.0
3.6,99.0,1.0
1.2,55.0,0.0
6.1,98.0,1.0
9.6,80.0,1.0
6.2,81.0,1.0
8.7,81.0,1.0
9.8,82.0,1.0
4.0,98.0,1.0
1.3,83.0,0.0
4.8,84.0,1.0
5.0,75.0,1.0
4.6,57.0,1.0
4.6,94.0,1.0
0.1,63.0,0.0
5.8,70.0,1.0
6.1,66.0,1.0
5.5,65.0,1.0
4.7,89.0,1.0
3.7,81.0,1.0
2.1,94.0,1.0
3.7,75.0,0.0
4.5,86.0,1.0
9.8,93.0,1.0
8.1,96.0,1.0
8.0,85.0,1.0
8.6,62.0,1.0
8.0,97.0,1.0
4.7,50.0,0.0
4.2,58.0,1.0
5.2,96.0,1.0
7.9,69.0,1.0
5.6,86.0,1.0
4.0,94.0,1.0
0.6,66.0,0.0
8.4,56.0,1.0
7.4,66.0,1.0
3.6,85.0,1.0
3.4,76.0,0.0
3.5,93.0,1.0
2.0,86.0,1.0
6.5,61.0,1.0
3.6,93.0,1.0
4.9,97.0,1.0
8.9,74.0,1.0
2.9,90.0,0.0
8.7,90.0,1.0
4.2,89.0,1.0
4.0,54.0,0.0
1.6,64.0,0.0
3.2,68.0,0.0
6.1,75.0,1.0
8.9,99.0,1.0
7.5,83.0,1.0
4.1,61.0,0.0
1.3,65.0,0.0
9.4,94.0,1.0
2.1,75.0,0.0
1.0,80.0,0.0
0.5,99.0,0.0
5.2,55.0,0.0
2.6,59.0,0.0
6.5,74.0,1.0
2.3,97.0,1.0
4.4,58.0,0.0
5.3,60.0,0.0
0.4,72.0,0.0
8.6,79.0,1.0
9.3,85.0,1.0
1.4,94.0,1.0
1.8,88.0,0.0
6.3,90.0,1.0
4.3,90.0,1.0
5.3,72.0,1.0
5.4,55.0,1.0
3.1,76.0,0.0
1.6,50.0,0.0
5.2,98.0,1.0
3.4,80.0,1.0
0.1,81.0,0.0
3.0,99.0,1.0
8.0,88.0,1.0
8.0,85.0,1.0
1.9,85.0,0.0
3.9,60.0,1.0
3.9,74.0,0.0
2.6,77.0,1.0
2.4,98.0,1.0
8.1,93.0,1.0
2.8,97.0,1.0
8.1,76.0,1.0
8.5,61.0,1.0
2.9,90.0,1.0
6.2,67.0,1.0
4.9,70.0,0.0
1.5,84.0,0.0
1.9,56.0,0.0
2.7,95.0,1.0
7.3,64.0,1.0
1.5,81.0,0.0
3.4,69.0,0.0
10.0,79.0,1.0
3.3,98.0,1.0
0.6,99.0,0.0
0.7,80.0,0.0
1.9,66.0,0.0
8.3,57.0,1.0
3.8,78.0,0.0
7.4,52.0,1.0
4.6,99.0,1.0
5.2,63.0,1.0
3.9,69.0,0.0
1.6,96.0,0.0
7.4,85.0,1.0
1.2,80.0,0.0
3.0,73.0,0.0
8.6,63.0,1.0
2.4,77.0,0.0
0.2,100.0,0.0
5.8,75.0,1.0
0.1,52.0,0.0
7.8,80.0,1.0
1.5,99.0,0.0
2.5,81.0,0.0
6.9,71.0,1.0
0.6,72.0,0.0
1.5,84.0,0.0
1.3,64.0,0.0
9.8,100.0,1.0
7.6,78.0,1.0
0.2,74.0,0.0
7.2,66.0,1.0
4.9,78.0,1.0
2.9,94.0,1.0
1.9,61.0,0.0
3.5,96.0,1.0
2.8,88.0,1.0
1.6,83.0,0.0
4.5,66.0,1.0
3.7,50.0,0.0
5.1,96.0,1.0
8.8,89.0,1.0
7.8,65.0,1.0
7.2,92.0,1.0
8.2,62.0,1.0
6.8,99.0,1.0
1.5,68.0,0.0
4.1,70.0,0.0
1.0,92.0,0.0
0.4,58.0,0.0
8.7,62.0,1.0
4.9,56.0,0.0
5.7,74.0,1.0
5.3,94.0,1.0
2.6,73.0,0.0
6.1,54.0,0.0
9.3,63.0,1.0
4.9,55.0,1.0
8.0,53.0,1.0
5.6,76.0,1.0
7.9,53.0,1.0
2.7,52.0,0.0
8.3,54.0,1.0
9.6,56.0,1.0
7.3,84.0,1.0
1.9,83.0,0.0
5.7,61.0,1.0
7.5,76.0,1.0
7.7,86.0,1.0
6.7,94.0,1.0
8.8,60.0,1.0
5.5,82.0,1.0
6.6,84.0,1.0
4.4,72.0,1.0
5.5,70.0,1.0
4.1,90.0,1.0
8.3,70.0,1.0
2.4,84.0,0.0
3.8,85.0,1.0
3.6,78.0,1.0
9.6,50.0,1.0
9.8,88.0,1.0
5.2,69.0,0.0
3.0,64.0,0.0
8.6,51.0,1.0
9.2,82.0,1.0
5.7,86.0,1.0
0.9,79.0,0.0
1.6,66.0,0.0
8.9,65.0,1.0
2.6,69.0,0.0
5.7,86.0,1.0
7.3,96.0,1.0
7.9,61.0,1.0
8.3,94.0,1.0
8.2,56.0,1.0
6.4,52.0,1.0
3.8,99.0,1.0
9.2,71.0,1.0
8.8,77.0,1.0
9.3,57.0,1.0
7.5,88.0,1.0
6.3,90.0,1.0
0.5,83.0,0.0
3.2,86.0,0.0
3.3,94.0,1.0
1.5,93.0,0.0
9.7,98.0,1.0
5.8,55.0,0.0
4.3,100.0,1.0
1.5,71.0,0.0
4.8,97.0,1.0
5.5,66.0,0.0
4.0,77.0,0.0
7.6,80.0,1.0
2.0,75.0,0.0
5.7,85.0,1.0
10.0,83.0,1.0
2.4,67.0,0.0
3.2,86.0,0.0
1.1,76.0,0.0
3.7,62.0,0.0
3.4,91.0,0.0
7.7,60.0,1.0
6.2,78.0,1.0
1.5,52.0,0.0
2.0,73.0,0.0
7.6,55.0,1.0
7.4,65.0,1.0
9.3,68.0,1.0
3.4,57.0,0.0
4.5,51.0,0.0
2.1,84.0,0.0
2.0,83.0,0.0
5.5,89.0,1.0
7.0,92.0,1.0
3.8,92.0,1.0
0.4,60.0,0.0
2.8,100.0,1.0
2.7,79.0,1.0
9.5,54.0,1.0
6.6,92.0,1.0
8.6,51.0,1.0
8.7,91.0,1.0
2.3,74.0,0.0
9.8,56.0,1.0
4.8,88.0,1.0
0.9,62.0,0.0
9.7,85.0,1.0
0.4,83.0,0.0
3.3,75.0,0.0
0.2,93.0,0.0
3.6,69.0,0.0
10.0,82.0,1.0
8.1,90.0,1.0
8.8,51.0,1.0
9.5,64.0,1.0
3.4,75.0,0.0
0.9,74.0,0.0
9.6,89.0,1.0
6.9,76.0,1.0
5.7,77.0,1.0
9.1,71.0,1.0
5.4,63.0,1.0
1.4,84.0,0.0
8.6,69.0,1.0
9.1,77.0,1.0
6.6,86.0,1.0
3.2,85.0,1.0
9.5,57.0,1.0
3.2,59.0,0.0
7.7,76.0,1.0
3.0,97.0,1.0
9.3,67.0,1.0
7.8,56.0,1.0
1.8,98.0,1.0
6.2,88.0,1.0
6.1,88.0,1.0
2.3,51.0,0.0
0.8,99.0,0.0
1.3,88.0,0.0
7.1,73.0,1.0
8.5,81.0,1.0
1.4,62.0,0.0
0.3,98.0,0.0
9.3,76.0,1.0
7.4,62.0,1.0
0.7,78.0,0.0
4.9,70.0,1.0
8.9,77.0,1.0
7.8,88.0,1.0
7.2,75.0,1.0
9.4,86.0,1.0
5.4,91.0,1.0
5.2,78.0,1.0
8.3,52.0,1.0
5.2,75.0,0.0
5.6,83.0,1.0
9.6,62.0,1.0
4.4,69.0,0.0
4.6,77.0,1.0
6.1,53.0,1.0
9.0,79.0,1.0
4.5,96.0,1.0
1.1,99.0,1.0
9.4,94.0,1.0
1.4,76.0,0.0
4.5,61.0,1.0
5.9,95.0,1.0
8.8,55.0,1.0
3.2,91.0,0.0
7.2,57.0,1.0
1.1,78.0,0.0
3.6,83.0,1.0
7.3,82.0,1.0
9.5,74.0,1.0
3.8,99.0,1.0
9.1,86.0,1.0
1.6,59.0,0.0
7.7,53.0,1.0
3.1,96.0,1.0
2.9,61.0,0.0
9.0,62.0,1.0
6.2,66.0,1.0
4.6,81.0,1.0
8.1,88.0,1.0
2.4,87.0,1.0
4.5,78.0,0.0
6.0,50.0,0.0
8.8,67.0,1.0
6.3,63.0,1.0
1.8,53.0,0.0
3.5,59.0,0.0
6.7,88.0,1.0
3.3,55.0,0.0
1.1,61.0,0.0
6.7,89.0,1.0
5.7,85.0,1.0
9.7,97.0,1.0
3.6,52.0,0.0
7.7,70.0,1.0
9.0,54.0,1.0
8.4,54.0,1.0
4.7,57.0,0.0
3.3,76.0,1.0
2.1,63.0,0.0
0.6,86.0,0.0
5.3,55.0,1.0
7.2,88.0,1.0
4.3,70.0,0.0
5.3,89.0,1.0
9.3,89.0,1.0
5.0,96.0,1.0
5.0,61.0,1.0
2.3,68.0,0.0
0.0,51.0,0.0
6.3,57.0,1.0
8.0,76.0,1.0
0.5,72.0,0.0
8.1,63.0,1.0
6.4,94.0,1.0
2.5,54.0,0.0
3.0,85.0,1.0
7.7,57.0,1.0
3.4,96.0,1.0
6.2,51.0,0.0
1.9,71.0,0.0
9.2,52.0,1.0
1.4,59.0,0.0
4.6,84.0,1.0
4.6,76.0,0.0
8.4,69.0,1.0
7.2,70.0,1.0
5.4,63.0,1.0
6.9,100.0,1.0
0.7,59.0,0.0
8.4,71.0,1.0
6.3,60.0,1.0
6.1,61.0,1.0
1.2,100.0,0.0
7.1,70.0,1.0
2.7,55.0,0.0
8.8,73.0,1.0
8.3,69.0,1.0
5.3,61.0,0.0
3.7,52.0,0.0
9.1,78.0,1.0
0.2,80.0,0.0
1.5,71.0,0.0
7.3,83.0,1.0
7.8,59.0,1.0
8.2,83.0,1.0
2.1,52.0,0.0
3.9,83.0,0.0
0.0,52.0,0.0
8.7,71.0,1.0
8.9,56.0,1.0
7.7,97.0,1.0
0.2,98.0,0.0
6.4,63.0,1.0
2.0,68.0,0.0
5.3,99.0,1.0
6.7,67.0,1.0
1.6,57.0,0.0
9.6,85.0,1.0
1.0,84.0,0.0
5.5,67.0,1.0
9.4,68.0,1.0
2.4,54.0,0.0
6.1,71.0,1.0
4.4,58.0,0.0
4.7,93.0,1.0
1.1,53.0,0.0
4.3,61.0,1.0
8.9,90.0,1.0
6.2,69.0,1.0
8.2,95.0,1.0
0.8,98.0,0.0
5.7,55.0,1.0
1.0,69.0,0.0
7.1,79.0,1.0
2.3,64.0,0.0
8.6,89.0,1.0
9.1,75.0,1.0
7.0,92.0,1.0
7.9,70.0,1.0
4.9,54.0,1.0
1.1,80.0,0.0
8.5,68.0,1.0
6.0,58.0,1.0
1.0,95.0,0.0
3.3,91.0,0.0
7.9,84.0,1.0
4.0,76.0,0.0
6.2,85.0,1.0
9.7,74.0,1.0
3.4,94.0,1.0
4.3,77.0,1.0
7.9,84.0,1.0
1.7,92.0,0.0
7.4,95.0,1.0
8.4,57.0,1.0
6.0,70.0,1.0
1.0,78.0,0.0
3.1,75.0,0.0
6.0,93.0,1.0
7.7,74.0,1.0
4.9,92.0,1.0
0.9,58.0,0.0
9.0,90.0,1.0
7.6,92.0,1.0
4.5,68.0,1.0
6.2,78.0,1.0
2.1,70.0,0.0
5.7,93.0,1.0
9.2,77.0,1.0
9.9,87.0,1.0
6.1,82.0,1.0
8.5,68.0,1.0
3.7,85.0,0.0
0.0,85.0,0.0
1.1,68.0,0.0
2.4,94.0,1.0
3.9,70.0,1.0
4.1,77.0,1.0
2.1,61.0,0.0
1.4,85.0,0.0
8.4,73.0,1.0
1.5,92.0,0.0
1.3,54.0,0.0
0.2,96.0,0.0
6.6,58.0,1.0
1.4,76.0,0.0
8.9,94.0,1.0
9.3,89.0,1.0
4.5,77.0,1.0
8.2,74.0,1.0
2.3,77.0,1.0
0.1,81.0,0.0
7.1,67.0,1.0
9.3,86.0,1.0
0.3,52.0,0.0
4.8,73.0,0.0
5.8,94.0,1.0
1.4,96.0,1.0
9.8,98.0,1.0
4.6,55.0,1.0
8.9,55.0,1.0
4.7,97.0,1.0
6.8,84.0,1.0
3.1,53.0,0.0
5.4,50.0,1.0
4.5,80.0,1.0
7.3,76.0,1.0
9.6,68.0,1.0
1.7,94.0,1.0
7.5,96.0,1.0
2.6,90.0,1.0
5.8,86.0,1.0
6.6,68.0,1.0
0.3,81.0,0.0
1.3,54.0,0.0
2.5,89.0,0.0
2.8,66.0,0.0
7.4,88.0,1.0
9.1,97.0,1.0
6.6,73.0,1.0
2.6,94.0,0.0
4.8,83.0,1.0
3.4,55.0,0.0
6.0,59.0,1.0
7.5,76.0,1.0
2.4,78.0,1.0
1.7,86.0,0.0
0.5,66.0,0.0
0.5,79.0,0.0
4.8,80.0,1.0
2.3,93.0,1.0
4.7,59.0,1.0
8.7,50.0,1.0
9.3,78.0,1.0
6.8,83.0,1.0
1.0,84.0,0.0
3.5,77.0,1.0
9.2,67.0,1.0
2.7,56.0,0.0
6.5,75.0,1.0
7.7,97.0,1.0
7.3,87.0,1.0
5.2,93.0,1.0
3.1,50.0,0.0
8.3,50.0,1.0
1.0,56.0,0.0
3.5,96.0,1.0
2.5,52.0,0.0
6.2,53.0,1.0
6.6,63.0,1.0
6.4,95.0,1.0
0.9,88.0,0.0
3.8,98.0,1.0
5.7,61.0,0.0
7.0,66.0,1.0
4.7,54.0,1.0
4.5,67.0,1.0
6.9,92.0,1.0
2.6,99.0,0.0
2.8,53.0,0.0
3.9,53.0,0.0
9.6,66.0,1.0
4.4,81.0,1.0
6.1,61.0,1.0
4.9,59.0,1.0
7.7,63.0,1.0
6.4,78.0,1.0
1.0,54.0,0.0
5.7,66.0,1.0
0.2,81.0,0.0
6.5,50.0,0.0
6.6,67.0,1.0
7.0,75.0,1.0
0.0,95.0,0.0
4.8,75.0,0.0
5.4,50.0,0.0
9.5,99.0,1.0
1.2,84.0,0.0
3.3,69.0,0.0
0.6,91.0,0.0
3.7,71.0,0.0
8.4,98.0,1.0
6.5,61.0,1.0
